name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-574-3p	75.10585753364603	97.55350708245236	37.82750318870412	56.14451074791996	15.954943240289424	150.31577876292425	28.05585125952245	42.81078489293023	77.07984186953652	45.01482273805875	103.13417387685044	101.94157931972346	185.3828519027969	61.244647518613284	42.90852049378075	147.35424772276852	38.33813938244023	78.52308484088196	45.735385572956616	46.88442117911048	155.4330656646415	123.94166058142058	44.18591723550096	44.90180395420145	16.47673645997317	6.560377615335538	58.33655264679421	83.15740624002447	11.97497150225883	59.27065061553372	13.822715914193974	58.73708083900526	8.62962180970073	27.24918150271061	46.52163255914	87.80378936487614	17.92515541282402	61.89315102616552	39.95147515423159	89.6069504500052	61.721833412771616	9.91945403325001	109.70720588158748	88.67730329331563	172.0175680675992	48.86213500703711	70.31388947483796	12.618117408427954	3107.527856253271
hsa-let-7b-3p	75.10585753364603	50.1316633618158	32.11477821734881	40.802696764476714	15.954943240289424	97.12711858527415	44.46587746792237	51.372941871516275	33.86841536691757	32.1534448128991	58.93381364391453	85.6309266285677	38.95460797799175	22.773696555660493	32.69220609049962	85.16805143609558	39.08986760562533	71.4276253673083	43.6326092247747	101.94635768015884	207.89172532645802	108.94235133908306	48.46197374216234	35.53380169037525	55.161248148605836	59.59009667263114	79.07843803232105	190.45728525941087	16.5496797166049	43.251555854578655	51.2451907062801	95.89727483919225	35.093795359449636	72.21033098218312	39.518376044860865	142.42420682931413	22.320114708437615	59.6008120992705	26.386869569771203	28.94298039048474	84.58177171379815	60.93378906139292	80.07825246831203	92.6628000705433	76.72726057691474	19.52090197585061	52.115000434291666	165.61279098561693	3104.138174030898
hsa-miR-326	62.8663844540889	31.840380783855977	44.621013965450985	124.36661973812502	15.954943240289424	113.31497168281983	26.46778420709665	32.10808866969767	94.59798774897665	88.95786398235418	84.71735711312715	20.38831586394469	249.4268684089867	97.52581996659873	106.24966979412376	37.852467304931366	65.40035541710392	97.91734073531667	40.47844470250183	72.5073025211825	62.1732262658566	94.73247942528961	21.380282533306918	64.60691216431863	8.238368229986586	10.933962692225897	98.52395558125245	109.98237599487108	4.709258455944483	30.436280045814613	21.239782990102935	67.12809238743458	7.4790055684073	10.899672601084244	99.04605641623355	87.51013120646518	24.89430515301129	51.19556936732209	43.393240750288705	207.1232034194064	67.43681798802825	66.60204850896436	61.660254400600266	85.68818071039487	21.656888066064646	2.8742432357080654	117.05194541987731	14.19538208448145	3070.351901963316
hsa-miR-203a-3p	30.598682698892826	30.485470963266362	11.734245887108218	8.160539352895343	678.0850877123005	64.75141239018276	125.45729714163811	104.88642298767905	12.846640311589422	18.22028539397616	22.10018011646795	81.55326345577876	5.502063273727648	0.7606599051991865	6.421683339205282	186.5585888600189	42.096780498365746	2.8381837894294684	23.656233917046524	31.619725911493116	194.29133208080188	38.682429098659924	111.17746917319596	27.45793766983542	6.44741861477211	31.7084918074551	33.7055637514811	63.03867892388951	2.960105315165104	48.057284282865176	16.85697062706582	10.788443419409129	9.204929930347445	177.11967976761898	28.513258665279356	72.23990696909541	2.417227612587477	59.6008120992705	2.2270247974487205	6.202067226532444	17.144953725769895	167.21365370335732	18.417998067711768	28.894851634900597	21.038119835605656	18.802341166923593	237.4127797562176	97.79040991531666	3037.745587544842
hsa-miR-625-3p	56.74664791431034	57.58366737505868	68.70709762846259	51.90103028441438	39.88735810072356	76.3141646027154	26.997139891238582	25.686470935758138	137.80941425159563	63.2351081320349	160.22630584439264	69.32027393741195	102.48509857863365	33.953092132072776	46.119362163383386	173.0398505368291	43.60023694473595	39.73457305201256	30.49025704863774	33.80039666400988	106.86023264444103	122.36278592433243	21.380282533306918	37.14897449448321	23.282344997788176	28.975001134398628	167.23145092081006	112.66487297035573	11.30222029426676	32.03818952191012	21.239782990102935	49.14735335508603	14.382703016167884	79.02262635786077	67.03116949381463	80.46233540460221	23.669995063518932	45.846778537900384	33.33788636180812	59.04884838594431	81.15278096864417	73.68737281842864	53.65242915376906	168.387238837869	27.225802140195555	15.928097931215529	84.37666736980556	11.04085273237446	2989.524622373632
hsa-miR-1260a	49.51423200366294	75.19749504272369	11.88864385930701	9.30301486230069	31.909886480578848	43.93845840762402	69.61027246466418	109.16750147697208	99.85343151280868	67.52223410708812	119.7093089642014	39.75721593469215	55.644199908298944	12.066832132478003	17.659629182814527	96.65897901080689	80.43491988080598	80.65172268295406	44.68399739886566	73.87022174150547	74.80216285110872	183.54417888649863	114.02817351097022	42.479044748039506	10.208412806722508	58.7700494707142	132.22951933273353	93.21676989809194	15.473277783817588	87.30406644720507	15.676982683171214	29.36854041950263	5.465427146143796	32.01778826568497	117.554662918257	72.09307788988994	27.75102869516013	116.90928527164598	11.506294786818389	26.681810047478116	61.721833412771616	41.0948809948929	51.450277210890484	102.62654201361246	47.02638551488323	12.455054021401615	136.90527891865509	16.56127909856169	2925.9642821004754
hsa-miR-24-3p	32.82404144063049	59.616032105943106	42.613840326866686	156.35593400147476	15.954943240289424	83.25181593023498	21.70358304981925	8.562156978586046	60.72957238205908	51.44551170063857	68.14222202577618	30.582473795917036	111.5818431911967	64.03373383767698	55.45999247495471	67.59369161594887	45.85542161429125	40.20760368358414	38.90136244136539	177.1794986419873	48.57283302020047	80.52260751149618	52.738030248823726	36.82593993366162	29.013383766474497	10.387264557614602	77.78207019572561	142.172339700687	12.109521743857243	54.4649221872472	42.47956598020587	69.52552425841438	20.711092343281752	14.987049826490836	66.53093688565183	118.34423783961566	16.38691965935926	141.36090049185952	22.202762374564514	132.95681616878926	66.29382107297693	53.848464751928624	32.431692249666376	79.70993554455337	26.607033909736565	12.215533751759278	38.05222253932408	78.86323380267471	2810.691930795881
hsa-miR-320c	37.2919789619883	28.253095735056807	33.90322139531815	44.6871134964549	98.92064808979443	48.717729322137515	22.621132902331937	30.18160334951581	28.89103741069569	27.29470204117213	28.730234151408332	21.067926392742848	52.61247571013735	24.74208242578127	34.23507806160738	21.958293533523957	29.51786156373503	35.19573151574242	15.733273033718245	81.02489863904859	35.79586494383916	43.78745715657831	45.46873418749938	25.884297880690227	53.95193074176101	34.8611177170469	76.48878894921731	168.04246827021228	12.90144602297934	21.152833224823034	48.50793976159941	94.57868731015336	77.07896013550314	73.02780642726442	16.541024909916445	44.79755206559149	13.736041659729473	28.30856643054484	19.377204577801475	30.10602181657134	17.836194717253314	39.073876584717134	40.91426713613114	42.8820474673615	35.41416838993619	9.369804833865775	42.13909426650302	722.4322863375305	2660.0366016545318
hsa-miR-155-5p	53.40860980170385	40.64729461768848	30.570798495360883	76.0562267689846	39.88735810072356	64.75141239018276	19.056804629109585	8.562156978586046	54.89019042224571	47.158385725585354	34.991951851074255	24.46597903673363	209.00504355800092	70.60306938257904	75.01693718980715	37.852467304931366	22.551846695553078	41.1536649467273	23.130539830001045	29.43905515897635	91.31692607797689	57.62892498371785	101.20000399098608	54.91587533967084	7.88017830694369	8.747170153780718	45.372874280839945	193.13978223489553	5.382009663936553	22.42673266533708	16.18269180198319	43.153773677636515	6.903697447760584	10.899672601084244	42.51977169383763	126.8603244335334	11.929175230951186	42.79032663537369	41.90855755198956	244.85244571414543	52.577858092361005	45.34607558057147	57.656341777184664	52.80783229826661	77.34602880737374	7.78440876337601	49.633333746944444	135.6447621406005	2658.007348577614
hsa-miR-15b-3p	50.070571689097356	73.84258522213408	57.74484160234833	60.714412785541356	31.909886480578848	27.750605310078328	38.11360925821917	51.372941871516275	47.882932070469664	36.44057078795232	51.56708693842522	61.16494759183407	54.36038514442916	88.07519690200277	46.70315155785659	45.96371029884523	51.117519176586974	58.18276768330411	48.36385600818401	43.068247362206144	124.3464525317132	40.26130375574809	37.05915639106532	41.025389224342334	77.36902337726532	47.562737711182656	63.52202399317592	25.483721267104272	43.99792900268132	54.4649221872472	103.16466023764283	89.90369516174273	56.95550394402482	64.03557653136994	42.01953908567484	24.373627148109428	127.45381957279426	52.72379531858544	62.96406472786837	48.776674541999945	54.86385192246366	70.85324309464293	39.63873497181446	57.789703269801194	68.06450535048889	15.089776987467342	41.36111145578704	53.62699898581881	2653.1613674912323
hsa-miR-877-5p	43.95083514931879	64.35821647800677	35.511533605722235	52.55387343264601	71.79724458130241	92.50201770026109	26.46778420709665	34.24862791434418	77.07984186953652	111.46527535138355	69.98390370214851	22.42714745033916	103.8055937643283	52.69298616016183	50.205887924695844	22.981855149422614	36.834682936070024	48.72215505187254	24.70762209113748	61.603948758598655	50.51574634100849	71.04935956896722	37.05915639106532	49.101253244882166	15.76035661388738	20.22783098061791	50.55834562722165	85.83990321550912	15.473277783817588	62.474469567724725	42.47956598020587	53.94221709704564	15.533319257461315	16.349508901626365	95.04419555093119	97.20085043402675	39.931344457289235	80.99597541695735	30.773433564745954	110.79734680732439	46.862873517104376	55.265529613821485	43.242256332888495	101.63016781930556	54.45160428039111	59.16150660165768	88.51277851538426	39.43161690133736	2633.5668236625984
hsa-miR-133a-3p	33.380381126064904	29.808016052971553	33.247030013473285	72.9008182191984	15.954943240289424	152.6283292054308	9.528402314554793	27.82701018040465	54.89019042224571	26.79453734408259	27.62522514558494	32.621305382311505	478.1904325233073	40.775980978707906	71.90339375261672	106.79803275319921	28.565672481033896	35.950327999439935	7.359717218636696	2.7258384406459584	36.91535309535236	165.78183899425682	25.6563390399683	26.165799426549047	0.0	7.1070757499468336	51.85471346381708	71.0861698503435	7.803914012708002	36.843917950196634	13.148437089111342	76.7178198713538	3.451848723880292	2.724918150271061	59.52768037137269	32.59605558361622	13.373233285224225	15.28225951263346	17.208827980285566	390.98865473931613	40.00489202679642	59.51672419950006	10.410172820880565	35.86947099504902	25.988265679277575	5.988006741058469	50.87416709061806	14.19538208448145	2586.557523322065
hsa-miR-130b-5p	37.83109860954022	37.260020066214445	34.73954374472827	65.28431482316275	23.932414860434136	196.5667876130548	32.82005241679985	62.07563809474883	103.94099888467805	123.2548717827799	53.408768614797545	16.310652691155752	148.26226501604768	39.43906356956994	71.51420082296791	48.66745796348319	51.117519176586974	65.75125778844935	35.22150383204705	16.90019833200494	58.287399624240564	93.94304209674554	42.760565066613836	41.348423785163924	10.387507768243955	12.574057096059782	80.37480586891647	81.81615775228214	7.6693637711095874	67.28019799601124	18.87980710231372	79.11525174233361	4.602464965173723	9.537213525948713	63.52954123667506	15.270224237369762	12.839559656471145	25.215728195845212	30.773433564745954	96.26125174513898	75.43779639338753	69.43617823275007	36.835996135423535	70.74256779579112	53.83283604993212	24.670587773160893	87.68555628626852	31.545293521069887	2566.951437688439
hsa-miR-224-5p	22.2535874173766	31.16292587356117	29.18121674557175	201.07568965534125	23.932414860434136	238.1926955781723	7.410979577987061	47.09186338222325	216.0571325130948	150.04940912686249	20.25849844009562	22.42714745033916	167.4828060522696	81.69026375836111	180.3909228922211	18.926233652465683	25.558759588293487	32.63911357843889	17.347904872500784	16.90019833200494	40.80117973696839	108.94235133908306	9.977465182209894	12.921382432863727	8.238368229986586	9.840566423003308	72.5965988493439	36.213709169042914	1.8837033823777933	27.2324610936236	5.057091188119746	44.352489613126416	1.1506162412934307	14.987049826490836	60.027912979535486	41.112142177533975	15.696283198619982	29.036293074003577	26.18441277000314	133.2798405035045	50.29186426225836	21.25597292839288	15.615259231320847	42.84409035519744	11.137828148261818	6.826327684806655	43.01555591401852	22.08170546474892	2462.6302847473553
hsa-miR-411-5p	22.2535874173766	4.064729461768848	27.79163499578262	137.7499042768734	0.0	50.8761097351436	3.7054897889935305	12.843235467879069	101.6052461007527	26.79453734408259	16.57513508735096	22.42714745033916	284.64007336084364	102.45858420031466	95.44956599636942	18.926233652465683	25.558759588293487	25.07062347329364	32.593033396819656	8.722683010067067	19.429133208080188	84.46979415421657	24.23098687108117	25.842764865727453	2.14913953825737	6.013679480724243	70.00386317615305	54.99118799743554	3.094655556763518	36.843917950196634	16.519831214524505	113.8780138715408	3.451848723880292	10.899672601084244	141.56582811007118	60.19992247424618	21.409730282917657	33.620970927793614	44.87792394858785	417.67046478679424	70.86580873318222	60.93378906139292	24.82425826517673	13.94923872029684	19.181815144228686	8.622729707124195	38.05222253932408	6.309058704213977	2454.008564419826
hsa-miR-26b-3p	46.17619389105645	46.74438881034175	36.901115355511365	60.061569637309724	111.68460268202597	80.93926548772845	23.29165010224505	17.12431395717209	74.74408908561118	50.373730206875265	57.09213196754221	22.42714745033916	83.77808344795966	43.24236309556587	49.91399322745924	52.72307946044012	29.317400704219	78.52308484088196	25.23331617818296	124.2982328934557	34.972439774544334	97.10079141092186	21.380282533306918	60.730497434459515	14.3275969217158	8.747170153780718	60.92928831998506	64.37992741163184	5.920210630330208	49.65919375896068	33.03966242904901	44.352489613126416	5.177773085820438	12.262131676219775	73.53419339993097	113.05839098821843	24.831520020216814	54.25202126984879	30.840919164668644	86.24749736896679	123.44366682554323	68.01911337085721	62.06064566294182	49.81870971534586	36.5073255970804	34.37115869367561	60.800833840006945	6.309058704213977	2451.664262257291
hsa-miR-148a-5p	41.16913672214671	43.35711425886772	25.16686946840315	43.41406935740323	0.0	57.81376106266318	13.233892103548325	19.264853201818603	68.90470712579781	31.0816633191358	38.67531520381891	20.38831586394469	88.54653828519028	34.55239993616911	50.497782621932444	22.981855149422614	27.813944257848796	35.950327999439935	26.284704352273916	201.16687691967172	42.74409305777641	107.3634766819949	31.357747715516812	48.13214956241738	10.387507768243955	14.214151499893667	36.29829942467195	69.74492136260116	6.458411596723863	25.630551617528095	14.834134151817922	59.93579677449516	11.506162412934307	24.52426335243955	69.53233253462861	85.74818225599944	13.122092754046305	40.497987708478675	28.478923167374546	138.4482298589482	56.00684883751499	43.92901071867862	59.658298088892465	28.894851634900597	95.90907572114344	255.56812770837547	25.643889102587963	12.618117408427954	2347.4517616885496
