name	SRX395539	SRX395538	SRX395537	SRX395536	SRX395535	SRX395548	SRX395542	SRX395543	SRX395540	SRX395541	SRX395546	SRX395547	SRX395544	SRX395545
hsa-miR-323a-5p	43.15606466011516	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.63734274299085
hsa-miR-6852-3p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.471261113313325	0.0	0.0	0.0	54.801565301917655
hsa-miR-532-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.26571891496368	0.0	0.0	0.0	0.0	0.0	52.26571891496368
hsa-miR-324-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.13285945748184	0.0	0.0	24.84441187065999	0.0	0.0	50.977271328141825
hsa-miR-876-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	0.0	33.233080208039084	50.65498651302698
hsa-miR-182-5p	12.330304188604332	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	25.583517392527906	0.0	0.0	0.0	0.0	50.39509966400793
hsa-miR-4306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.06642972874092	0.0	0.0	0.0	17.551249648975006	16.616540104019542	47.234219481735465
hsa-miR-133b	0.0	6.454194581058229	0.0	0.0	11.185494650537182	0.0	0.0	0.0	0.0	0.0	9.438058025180737	8.28147062355333	0.0	11.077693402679694	46.436911283009174
hsa-miR-618	0.0	0.0	0.0	0.0	0.0	0.0	45.63292872136534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.63292872136534
hsa-miR-7848-3p	0.0	0.0	0.0	45.02476361999099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.02476361999099
hsa-miR-3195	0.0	0.0	0.0	45.02476361999099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.02476361999099
hsa-miR-424-5p	0.0	0.0	18.72191712431353	0.0	0.0	0.0	0.0	0.0	26.13285945748184	0.0	0.0	0.0	0.0	0.0	44.85477658179537
hsa-miR-3182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.13285945748184	17.05567826168527	0.0	0.0	0.0	0.0	43.18853771916711
hsa-miR-374b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.471261113313325	0.0	0.0	0.0	42.471261113313325
hsa-miR-378e	2.4660608377208666	5.808775122952407	6.240639041437843	13.507429085997298	0.0	0.0	0.0	0.0	0.0	3.4111356523370544	0.0	0.0	0.0	6.646616041607817	38.080655782053284
hsa-miR-335-3p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	0.0	0.0	36.78449004816258
hsa-miR-876-3p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	0.0	0.0	36.78449004816258
hsa-miR-493-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.10249929795001	0.0	35.10249929795001
hsa-miR-4429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.11135652337054	0.0	0.0	0.0	0.0	34.11135652337054
hsa-miR-6516-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.11135652337054	0.0	0.0	0.0	0.0	34.11135652337054
hsa-miR-205-5p	0.0	0.0	0.0	0.0	33.55648395161155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.55648395161155
hsa-miR-1261	0.0	0.0	0.0	0.0	33.55648395161155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.55648395161155
hsa-miR-651-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.233080208039084	33.233080208039084
hsa-miR-665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.233080208039084	33.233080208039084
hsa-miR-93-3p	0.0	19.36258374317469	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.843861826050375
hsa-miR-758-5p	0.0	19.36258374317469	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.843861826050375
hsa-miR-142-3p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	0.0	0.0	29.90318438786358
hsa-miR-190b-5p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	29.536956344560956
hsa-let-7a-2-3p	6.165152094302166	14.521937807381018	0.0	0.0	0.0	0.0	0.0	0.0	8.710953152493946	0.0	0.0	0.0	0.0	0.0	29.39804305417713
hsa-miR-138-1-3p	0.0	29.043875614762037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.043875614762037
hsa-miR-331-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.314174075542216	0.0	0.0	0.0	28.314174075542216
hsa-miR-1912-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.314174075542216	0.0	0.0	0.0	28.314174075542216
hsa-miR-579-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.314174075542216	0.0	0.0	0.0	28.314174075542216
hsa-miR-150-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.13285945748184	0.0	0.0	0.0	0.0	0.0	26.13285945748184
hsa-miR-660-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.13285945748184	0.0	0.0	0.0	0.0	0.0	26.13285945748184
Hsa-Mir-3085_3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.06642972874092	12.791758696263953	0.0	0.0	0.0	0.0	25.858188425004872
hsa-miR-3085-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.06642972874092	12.791758696263953	0.0	0.0	0.0	0.0	25.858188425004872
hsa-miR-4324	0.0	0.0	4.1604260276252285	0.0	0.0	0.0	15.210976240455112	0.0	0.0	5.685226087228423	0.0	0.0	0.0	0.0	25.056628355308764
hsa-miR-582-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.84441187065999	0.0	0.0	24.84441187065999
hsa-miR-3120-3p	12.330304188604332	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.81158227148002
hsa-miR-505-5p	12.330304188604332	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.81158227148002
hsa-miR-196a-5p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36258374317469
hsa-miR-1296-3p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36258374317469
hsa-miR-517c-3p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36258374317469
hsa-miR-487a-3p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36258374317469
hsa-miR-3648	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36258374317469
hsa-miR-1306-5p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36258374317469
hsa-miR-1226-3p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36258374317469
hsa-miR-34b-3p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36258374317469
hsa-miR-431-5p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36258374317469
hsa-miR-181b-3p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36258374317469
hsa-let-7i-3p	0.0	0.0	18.72191712431353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.72191712431353
hsa-miR-138-2-3p	18.4954562829065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4954562829065
hsa-miR-147b-3p	18.4954562829065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4954562829065
hsa-miR-4523	18.4954562829065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4954562829065
hsa-miR-101-5p	18.4954562829065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4954562829065
hsa-miR-212-3p	18.4954562829065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4954562829065
hsa-miR-130b-5p	18.4954562829065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4954562829065
hsa-miR-663b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	0.0	0.0	17.421906304987893
hsa-miR-574-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	0.0	0.0	17.421906304987893
hsa-miR-6516-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	0.0	0.0	17.421906304987893
hsa-miR-362-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	17.05567826168527
hsa-miR-155-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	17.05567826168527
hsa-miR-744-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	17.05567826168527
hsa-miR-494-3p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.481278082875686
hsa-miR-301a-3p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.481278082875686
hsa-miR-378b	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.481278082875686
hsa-miR-193a-3p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.481278082875686
hsa-miR-224-5p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.481278082875686
hsa-miR-541-3p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.481278082875686
hsa-miR-452-5p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.481278082875686
hsa-miR-501-5p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.481278082875686
hsa-miR-23b-5p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.481278082875686
Hsa-Mir-9851_3p	6.165152094302166	0.0	6.240639041437843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.40579113574001
hsa-miR-9851-3p	6.165152094302166	0.0	6.240639041437843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.40579113574001
hsa-miR-92b-5p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-188-3p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-31-5p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-135b-5p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-514b-3p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
ebv-miR-BART13-5p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-486-3p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-1288-5p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-378a-5p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-598-3p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-30c-2-3p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-3960	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-26b-3p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-33b-3p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-10400-5p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.330304188604332
hsa-miR-376b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.700833099316672	0.0	11.700833099316672
hsa-miR-18a-5p	0.0	9.681291871587344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.681291871587344
hsa-miR-18b-5p	0.0	9.681291871587344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.681291871587344
hsa-miR-211-5p	0.0	0.0	9.360958562156766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.360958562156766
hsa-miR-500b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.527839130842635	0.0	0.0	0.0	0.0	8.527839130842635
hsa-miR-450a-1-3p	6.165152094302166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.165152094302166
hsa-miR-450a-2-3p	6.165152094302166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.165152094302166
