name	SRX3292449	SRX3292448	SRX3292447	SRX3292446	SRX3292445	SRX3292444	SRX3292443	SRX3292442	SRX3292441	SRX3292440	SRX3292429	SRX3292428	SRX3292416	SRX3292415	SRX3292421	SRX3292420	SRX3292423	SRX3292422	SRX3292425	SRX3292424	SRX3292427	SRX3292426	SRX3292417	SRX3292435	SRX3292450	SRX3292451	SRX3292452	SRX3292453	SRX3292454	SRX3292438	SRX3292439	SRX3292418	SRX3292419	SRX3292432	SRX3292433	SRX3292430	SRX3292431	SRX3292436	SRX3292437	SRX3292434	SRX3292413	SRX3292414
hsa-miR-3191-3p	0.0	0.0	176.9598301185631	0.0	0.0	0.0	38.85950874515581	0.0	0.0	0.0	0.0	0.0	0.0	32.98533801725133	0.0	38.384605214335366	51.60854449829457	0.0	112.8869348226487	27.083389757061994	0.0	0.0	31.996455777206215	91.84001469440234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.59934720522236	63.77042646472698	59.543302867010034	0.0	0.0	0.0	0.0	17.170624495612905	0.0	824.6883226774917
hsa-miR-6772-3p	0.0	0.0	0.0	201.93861066235866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.0478890989288	98.956014051754	0.0	0.0	9.383371726962649	0.0	0.0	15.046327642812217	59.80932786277347	0.0	9.84506331606345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.73179476705925	0.0	0.0	74.42912858376253	42.40762206327217	0.0	0.0	0.0	0.0	0.0	820.5951497757472
hsa-miR-4533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.32673600970504	0.0	0.0	148.434021077631	0.0	0.0	23.458429317406623	0.0	41.58992335571268	30.092655285624435	0.0	0.0	19.6901266321269	0.0	57.93944169553982	17.285188322126768	0.0	0.0	0.0	0.0	0.0	0.0	124.80994848753035	0.0	0.0	0.0	42.40762206327217	0.0	0.0	171.46776406035664	17.170624495612905	0.0	806.6724808026454
hsa-miR-191-3p	0.0	0.0	176.9598301185631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.854692944483066	18.766743453925297	19.783959165908282	41.58992335571268	33.10192081418688	71.77119343532817	55.79319323042589	51.68658240933312	0.0	92.70310671286371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.68995957123252	0.0	0.0	0.0	0.0	0.0	57.155921353452214	25.75593674341936	0.0	793.6129633088343
hsa-miR-129-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.67593874886242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.285188322126768	682.360968952576	0.0	0.0	7.338264647176236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.34124899122581	0.0	771.0016096619672
hsa-miR-610	0.0	0.0	0.0	302.907915993538	0.0	0.0	0.0	325.89212970506765	0.0	0.0	0.0	50.86987486010785	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	37.19546215361726	0.0	0.0	0.0	43.21297080531692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	768.6082657874999
hsa-miR-136-3p	0.0	0.0	353.9196602371262	0.0	0.0	0.0	28.26146090556786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.29912269852304	42.22517277133192	29.67593874886242	0.0	39.120451871311765	0.0	0.0	51.68658240933312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.254367419606098	31.88521323236349	29.771651433505017	0.0	0.0	0.0	0.0	34.34124899122581	0.0	748.4408707187567
hsa-miR-194-5p	0.0	0.0	0.0	0.0	0.0	0.0	233.15705247093484	0.0	0.0	0.0	0.0	76.30481229016178	0.0	0.0	0.0	46.91451748418767	9.383371726962649	29.67593874886242	0.0	15.046327642812217	0.0	0.0	27.07392411917449	0.0	0.0	77.78334744957046	0.0	0.0	0.0	26.90697037297953	0.0	0.0	90.7708716272948	0.0	0.0	0.0	0.0	0.0	114.25400297060408	0.0	0.0	0.0	747.2711369035451
hsa-miR-1185-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	76.30481229016178	0.0	0.0	0.0	34.119649079409214	42.22517277133192	0.0	53.47275860020201	36.11118634274932	23.92373114510939	0.0	98.45063316063451	0.0	69.52733003464779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.67248989280813	111.59824631327221	119.08660573402007	0.0	0.0	0.0	0.0	0.0	0.0	739.4233097682284
hsa-miR-26b-3p	0.0	0.0	0.0	0.0	0.0	0.0	28.26146090556786	0.0	0.0	0.0	0.0	50.86987486010785	0.0	0.0	0.0	72.50425429374458	37.533486907850595	29.67593874886242	112.8869348226487	84.25943479974842	23.92373114510939	74.39092430723451	54.14784823834898	0.0	0.0	0.0	0.0	0.0	0.0	9.784352862901647	0.0	23.836481735295873	22.6927179068237	22.254367419606098	47.82781984854523	0.0	0.0	0.0	0.0	0.0	42.92656123903227	0.0	737.776190041428
hsa-miR-133a-3p	62.12530674370205	0.0	0.0	0.0	0.0	0.0	45.92487397154777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.974342023892284	103.21708899658914	0.0	0.0	18.05559317137466	0.0	37.19546215361726	29.535189948190354	0.0	104.29099505197168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267.0524090352732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	731.3712610961584
hsa-miR-766-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.64956134926152	229.8926073105849	19.783959165908282	118.82835244489335	54.16677951412399	0.0	37.19546215361726	159.98227888603108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.09061236601016	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	716.7602376860435
hsa-miR-378b	62.12530674370205	0.0	0.0	0.0	0.0	0.0	35.32682613195983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.119649079409214	60.99191622525722	59.35187749772484	47.53134097795734	27.083389757061994	0.0	37.19546215361726	24.612658290158627	0.0	57.93944169553982	17.285188322126768	0.0	0.0	0.0	0.0	0.0	47.672963470591746	22.6927179068237	59.34497978561626	0.0	29.771651433505017	28.27174804218145	0.0	65.28800169748804	0.0	0.0	0.0	716.6051192107211
hsa-miR-30a-3p	62.12530674370205	0.0	0.0	0.0	37.38131432701174	0.0	0.0	0.0	0.0	0.0	0.0	50.86987486010785	0.0	0.0	0.0	0.0	14.075057590443974	59.35187749772484	0.0	21.064858699937105	11.961865572554695	0.0	14.767594974095177	0.0	208.58199010394335	77.78334744957046	0.0	0.0	0.0	28.130014480842235	0.0	0.0	34.03907686023555	0.0	0.0	0.0	0.0	0.0	0.0	57.155921353452214	17.170624495612905	0.0	694.4587250092341
hsa-miR-6788-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682.360968952576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682.360968952576
hsa-miR-542-3p	0.0	617.5380815150268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.824252866734003	24.07412422849955	0.0	0.0	9.84506331606345	0.0	0.0	0.0	0.0	0.0	0.0	9.784352862901647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	679.0658747892254
hsa-miR-664b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	50.86987486010785	252.0478890989288	49.478007025877	0.0	29.854692944483066	18.766743453925297	0.0	35.648505733468006	18.05559317137466	0.0	0.0	19.6901266321269	0.0	34.763665017323895	34.570376644253535	0.0	0.0	0.0	0.0	0.0	0.0	45.3854358136474	0.0	0.0	0.0	42.40762206327217	0.0	0.0	0.0	0.0	0.0	676.4692268626706
hsa-miR-4449	0.0	0.0	0.0	302.907915993538	0.0	0.0	0.0	0.0	0.0	334.7840642785403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.92373114510939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	661.6157114171878
hsa-miR-23a-5p	0.0	0.0	235.94644015808413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	0.0	32.98533801725133	0.0	42.64956134926152	14.075057590443974	0.0	11.882835244489335	0.0	47.84746229021878	0.0	12.306329145079314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.508734839212195	0.0	0.0	0.0	0.0	0.0	85.73388203017832	77.26781023025808	0.0	650.134145298359
hsa-miR-132-5p	0.0	0.0	176.9598301185631	0.0	0.0	0.0	0.0	0.0	347.20499975199647	0.0	0.0	0.0	0.0	0.0	0.0	34.119649079409214	18.766743453925297	0.0	0.0	6.018531057124887	0.0	0.0	17.22886080311104	0.0	0.0	17.285188322126768	0.0	0.0	0.0	7.338264647176236	0.0	0.0	22.6927179068237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	647.6147851402566
hsa-miR-589-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.17947361911383	159.51731935836503	39.567918331816564	41.58992335571268	72.22237268549864	0.0	0.0	100.91189898965037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.73179476705925	51.92685731241423	0.0	0.0	0.0	0.0	65.28800169748804	0.0	0.0	0.0	638.9355601171186
hsa-miR-382-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	145.00850858748916	46.916858634813245	0.0	112.8869348226487	21.064858699937105	0.0	0.0	68.91544321244416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.5262045176366	63.77042646472698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	637.0199293435779
hsa-miR-885-3p	0.0	0.0	0.0	201.93861066235866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.0478890989288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.285188322126768	0.0	0.0	0.0	19.568705725803294	0.0	59.59120433823968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.73388203017832	0.0	0.0	636.1654801776355
hsa-miR-2355-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.30481229016178	0.0	0.0	0.0	93.82903496837534	65.68360208873855	0.0	89.12126433367003	102.31502797112309	23.92373114510939	0.0	61.53164572539657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.836481735295873	0.0	66.7631022588183	0.0	29.771651433505017	0.0	0.0	0.0	0.0	0.0	0.0	633.0803539501939
hsa-miR-6803-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	508.6100414153891	0.0	0.0	0.0	47.672963470591746	0.0	0.0	0.0	44.65747715025752	0.0	0.0	0.0	0.0	25.75593674341936	0.0	626.6964187796577
hsa-miR-181c-3p	0.0	0.0	0.0	0.0	0.0	0.0	24.728778292371878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.70938588896613	37.533486907850595	0.0	196.06678153407404	60.18531057124887	0.0	0.0	19.6901266321269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.836481735295873	68.0781537204711	118.68995957123252	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	625.6890893492508
hsa-miR-23b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.97067603450266	0.0	12.794868404778457	9.383371726962649	0.0	29.70708811122334	30.092655285624435	23.92373114510939	0.0	24.612658290158627	0.0	0.0	0.0	0.0	0.0	0.0	4.892176431450824	0.0	0.0	22.6927179068237	0.0	0.0	59.543302867010034	42.40762206327217	0.0	0.0	257.20164609053495	34.34124899122581	0.0	617.5637633486771
hsa-miR-2116-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.31715469011118	449.53922229714544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	594.8563769872567
hsa-miR-181a-3p	0.0	0.0	0.0	0.0	0.0	0.0	14.13073045278393	0.0	0.0	0.0	89.86138880776403	0.0	0.0	0.0	0.0	68.23929815881843	107.90877486007047	0.0	219.83245202305272	12.037062114249775	0.0	0.0	31.996455777206215	0.0	0.0	0.0	0.0	0.0	0.0	7.338264647176236	0.0	0.0	0.0	37.09061236601016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	588.435039207132
hsa-miR-18a-3p	0.0	0.0	0.0	0.0	0.0	0.0	42.39219135835179	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	8.529912269852304	9.383371726962649	19.783959165908282	41.58992335571268	0.0	23.92373114510939	0.0	51.68658240933312	0.0	0.0	0.0	0.0	0.0	0.0	44.02958788305741	0.0	47.672963470591746	56.73179476705925	29.67248989280813	31.88521323236349	44.65747715025752	28.27174804218145	0.0	32.64400084874402	0.0	25.75593674341936	0.0	583.5415778655946
hsa-miR-21-3p	0.0	0.0	0.0	0.0	0.0	0.0	7.065365226391965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.967538827480055	55.44442975403998	42.22517277133192	0.0	166.3596934228507	42.12971739987421	71.77119343532817	0.0	34.45772160622208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.01746967842439	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	581.6089266175563
hsa-miR-132-3p	0.0	0.0	0.0	0.0	0.0	0.0	7.065365226391965	0.0	0.0	0.0	0.0	0.0	0.0	49.478007025877	0.0	55.44442975403998	60.99191622525722	0.0	41.58992335571268	75.23163821406109	0.0	0.0	49.225316580317255	91.84001469440234	46.35155335643186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.254367419606098	0.0	0.0	0.0	0.0	48.966001273116035	0.0	25.75593674341936	0.0	574.194469868633
hsa-miR-3691-5p	0.0	0.0	0.0	0.0	124.60438109003911	0.0	24.728778292371878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.383371726962649	0.0	41.58992335571268	0.0	0.0	0.0	0.0	0.0	57.93944169553982	0.0	0.0	217.97573203516677	0.0	7.338264647176236	0.0	0.0	0.0	0.0	47.82781984854523	0.0	42.40762206327217	0.0	0.0	0.0	0.0	0.0	573.7953347547866
hsa-miR-324-5p	0.0	0.0	0.0	0.0	0.0	0.0	10.598047839587947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.059824539704607	140.75057590443976	19.783959165908282	11.882835244489335	42.12971739987421	83.73305900788286	55.79319323042589	31.996455777206215	0.0	0.0	0.0	0.0	0.0	0.0	31.799146804430354	0.0	35.75472260294381	0.0	59.34497978561626	0.0	0.0	0.0	0.0	32.64400084874402	0.0	0.0	0.0	573.2705181512534
hsa-miR-4525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.7840642785403	0.0	50.86987486010785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.57369255150553	0.0	0.0	17.170624495612905	0.0	551.3982561857665
hsa-miR-3173-5p	0.0	0.0	0.0	0.0	0.0	158.78056525881232	35.32682613195983	0.0	148.80214275085564	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	29.67593874886242	23.76567048897867	0.0	0.0	55.79319323042589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.568705725803294	0.0	23.836481735295873	45.3854358136474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	549.4648721544936
hsa-miR-2278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	504.0957781978576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	549.0264726017397
hsa-miR-452-5p	0.0	0.0	0.0	0.0	49.841752436015646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.967538827480055	0.0	107.90877486007047	0.0	23.76567048897867	15.046327642812217	47.84746229021878	0.0	12.306329145079314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.42768607353555	45.3854358136474	59.34497978561626	47.82781984854523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	548.6697772119996
hsa-miR-550a-3-5p	0.0	0.0	0.0	0.0	0.0	0.0	42.39219135835179	108.6307099016892	0.0	0.0	0.0	0.0	0.0	0.0	18.655846275826686	0.0	0.0	0.0	17.824252866734003	12.037062114249775	19.93644262092449	0.0	1.6408438860105752	0.0	0.0	28.808647203544613	0.0	0.0	0.0	45.66031336020769	0.0	31.78197564706116	0.0	96.43559215162642	0.0	19.847767622336676	0.0	0.0	65.28800169748804	0.0	22.89416599415054	0.0	531.8338127002016
hsa-miR-487b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.39604160582303	0.0	0.0	0.0	0.0	29.854692944483066	37.533486907850595	0.0	53.47275860020201	21.064858699937105	0.0	0.0	135.36962059587245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6927179068237	37.09061236601016	79.71303308090873	29.771651433505017	0.0	0.0	0.0	0.0	17.170624495612905	0.0	531.1300986370287
hsa-miR-532-3p	0.0	0.0	0.0	403.8772213247173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.589736809556914	9.383371726962649	0.0	11.882835244489335	6.018531057124887	0.0	0.0	14.767594974095177	0.0	0.0	25.927782483190153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.836244946404065	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	529.4539430621534
hsa-miR-6514-5p	0.0	411.6920543433511	0.0	0.0	0.0	0.0	24.728778292371878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.767594974095177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6927179068237	14.836244946404065	0.0	0.0	28.27174804218145	0.0	0.0	0.0	0.0	0.0	516.9891385052274
hsa-miR-363-5p	0.0	0.0	0.0	0.0	0.0	396.9514131470308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.90697037297953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.64400084874402	0.0	51.51187348683872	0.0	516.5441701254454
hsa-miR-6884-5p	62.12530674370205	0.0	117.97322007904206	0.0	99.68350487203129	0.0	10.598047839587947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.783959165908282	0.0	0.0	0.0	74.39092430723451	0.0	0.0	92.70310671286371	0.0	0.0	0.0	0.0	12.23044107862706	0.0	0.0	0.0	22.254367419606098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	511.742878218603
hsa-let-7f-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.384605214335366	51.60854449829457	49.4598979147707	41.58992335571268	96.2964969139982	0.0	55.79319323042589	61.53164572539657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6927179068237	44.508734839212195	0.0	44.65747715025752	0.0	0.0	0.0	0.0	0.0	0.0	506.5232367492274
hsa-miR-93-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.956014051754	0.0	17.059824539704607	32.84180104436928	0.0	83.17984671142536	60.18531057124887	0.0	0.0	39.3802532642538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.508734839212195	31.88521323236349	0.0	70.67937010545361	0.0	0.0	0.0	25.75593674341936	0.0	504.43230510320444
hsa-miR-5189-5p	0.0	0.0	0.0	0.0	99.68350487203129	0.0	0.0	0.0	0.0	0.0	0.0	50.86987486010785	0.0	49.478007025877	0.0	0.0	0.0	59.35187749772484	0.0	24.07412422849955	0.0	37.19546215361726	27.07392411917449	0.0	34.763665017323895	0.0	0.0	0.0	0.0	4.892176431450824	0.0	0.0	0.0	66.7631022588183	0.0	0.0	0.0	0.0	0.0	0.0	34.34124899122581	0.0	488.4869674558511
hsa-miR-4435	0.0	0.0	0.0	201.93861066235866	0.0	0.0	0.0	0.0	0.0	167.39203213927016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.567918331816564	17.824252866734003	12.037062114249775	0.0	0.0	19.6901266321269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.75593674341936	0.0	484.2059394899754
hsa-miR-5010-5p	0.0	0.0	0.0	0.0	0.0	0.0	10.598047839587947	0.0	0.0	0.0	0.0	0.0	0.0	164.92669008625666	0.0	0.0	0.0	19.783959165908282	0.0	0.0	23.92373114510939	92.98865538404316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.122617510077884	0.0	0.0	34.03907686023555	0.0	0.0	0.0	0.0	0.0	65.28800169748804	0.0	51.51187348683872	0.0	480.18265317554557
hsa-miR-204-5p	62.12530674370205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.95130824122009	34.119649079409214	0.0	49.4598979147707	0.0	6.018531057124887	0.0	0.0	0.0	137.76002204160352	0.0	0.0	0.0	0.0	0.0	31.799146804430354	0.0	47.672963470591746	22.6927179068237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	475.59954325967624
hsa-miR-1468-5p	0.0	0.0	0.0	0.0	0.0	0.0	38.85950874515581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.32478067463076	9.383371726962649	0.0	0.0	9.02779658568733	0.0	0.0	17.22886080311104	0.0	0.0	17.285188322126768	0.0	0.0	0.0	14.676529294352472	0.0	47.672963470591746	0.0	14.836244946404065	0.0	29.771651433505017	0.0	0.0	81.61000212186005	171.46776406035664	0.0	0.0	473.14466218474433
hsa-miR-3120-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	46.91451748418767	0.0	0.0	0.0	18.05559317137466	0.0	37.19546215361726	31.996455777206215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.34497978561626	63.77042646472698	0.0	0.0	148.57369255150553	0.0	0.0	17.170624495612905	0.0	467.9524462877295
hsa-miR-3120-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.478007025877	0.0	8.529912269852304	0.0	29.67593874886242	202.0081991563187	21.064858699937105	0.0	0.0	14.767594974095177	0.0	0.0	0.0	0.0	0.0	0.0	9.784352862901647	0.0	59.59120433823968	56.73179476705925	14.836244946404065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	466.4681077895473
hsa-miR-1304-5p	0.0	0.0	0.0	0.0	49.841752436015646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.478007025877	0.0	12.794868404778457	0.0	49.4598979147707	0.0	15.046327642812217	47.84746229021878	0.0	12.306329145079314	0.0	0.0	17.285188322126768	0.0	0.0	0.0	4.892176431450824	0.0	23.836481735295873	22.6927179068237	0.0	0.0	89.31495430051504	28.27174804218145	0.0	0.0	0.0	34.34124899122581	0.0	457.4091605891716
hsa-miR-196b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.80214275085564	0.0	0.0	0.0	0.0	131.94135206900532	0.0	0.0	9.383371726962649	0.0	47.53134097795734	6.018531057124887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.014793941528705	0.0	0.0	0.0	0.0	0.0	0.0	42.40762206327217	0.0	0.0	0.0	42.92656123903227	0.0	451.02571582573904
hsa-miR-320e	73.77380175814618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.246334504312832	0.0	0.0	0.0	27.202943853123887	0.0	21.064858699937105	10.466632375985357	37.19546215361726	29.22753171956337	0.0	0.0	17.285188322126768	0.0	0.0	0.0	62.069488474032326	0.0	41.71384303676778	0.0	22.254367419606098	0.0	87.45422608592098	0.0	0.0	8.161000212186005	0.0	0.0	0.0	446.11567861532603
hsa-miR-889-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.64956134926152	28.150115180887948	0.0	11.882835244489335	36.11118634274932	0.0	0.0	41.84151909326967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.254367419606098	95.65563969709046	148.85825716752507	0.0	0.0	0.0	0.0	17.170624495612905	0.0	444.57410599049234
hsa-miR-625-5p	0.0	0.0	0.0	0.0	0.0	158.78056525881232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.589736809556914	14.075057590443974	0.0	0.0	21.064858699937105	0.0	0.0	24.612658290158627	0.0	0.0	17.285188322126768	0.0	0.0	0.0	0.0	0.0	35.75472260294381	22.6927179068237	14.836244946404065	0.0	0.0	0.0	0.0	32.64400084874402	57.155921353452214	17.170624495612905	0.0	441.66229712501644
hsa-miR-409-5p	0.0	0.0	0.0	0.0	49.841752436015646	0.0	0.0	0.0	0.0	0.0	44.930694403882015	101.7397497202157	0.0	0.0	0.0	38.384605214335366	9.383371726962649	39.567918331816564	0.0	0.0	0.0	0.0	59.07037989638071	0.0	34.763665017323895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.836244946404065	31.88521323236349	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	441.57421942131293
hsa-miR-197-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.97067603450266	0.0	0.0	9.383371726962649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	290.63430938022236	0.0	0.0	0.0	0.0	0.0	14.836244946404065	0.0	0.0	0.0	0.0	0.0	57.155921353452214	0.0	0.0	437.98052344154394
